county,precinct,office,district,candidate,party,votes,yes_votes,no_votes
Denver,1330816813,Proposition 118 (STATUTORY),,,,0,723,142
Denver,1330816814,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,713,0,0
Denver,1330816814,President,,Donald J. Trump / Michael R. Pence,Republican Party,61,0,0
Denver,1330816814,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816814,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,1,0,0
Denver,1330816814,President,,Howie Hawkins / Angela Nicole Walker,Green Party,1,0,0
Denver,1330816814,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816814,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,5,0,0
Denver,1330816814,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
Denver,1330816814,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Denver,1330816814,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816814,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816814,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Denver,1330816814,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Denver,1330816814,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,1,0,0
Denver,1330816814,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816814,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816814,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Denver,1330816814,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Denver,1330816814,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816814,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816814,President,,Kanye West / Michelle Tidball,Unaffiliated,6,0,0
Denver,1330816814,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816814,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816814,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816814,U.S. Senate,,John W. Hickenlooper,Democratic Party,711,0,0
Denver,1330816814,U.S. Senate,,Cory Gardner,Republican Party,67,0,0
Denver,1330816814,U.S. Senate,,Daniel Doyle,Approval Voting Party,3,0,0
Denver,1330816814,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,4,0,0
Denver,1330816814,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,4,0,0
Denver,1330816814,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816814,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816814,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816814,U.S. House,1,Shane Bolling,Republican Party,62,0,0
Denver,1330816814,U.S. House,1,Diana DeGette,Democratic Party,674,0,0
Denver,1330816814,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,4,0,0
Denver,1330816814,U.S. House,1,Jan Kok,Approval Voting Party,2,0,0
Denver,1330816814,U.S. House,1,Kyle Furey,Libertarian Party,8,0,0
Denver,1330816814,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,53,0,0
Denver,1330816814,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,666,0,0
Denver,1330816814,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,3,0,0
Denver,1330816814,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,18,0,0
Denver,1330816814,State Senate,33,James Rashad Coleman,Democratic Party,684,0,0
Denver,1330816814,State Senate,33,Jerry Burton,Unity Party of Colorado,38,0,0
Denver,1330816814,State House,8,Leslie Herod,Democratic Party,673,0,0
Denver,1330816814,District Attorney - District 2,,Beth McCann,Democratic Party,650,0,0
Denver,1330816814,District Attorney - District 2,,William F. Robinson III,Libertarian Party,66,0,0
Denver,1330816814,Supreme Court,,Melissa Hart,,0,569,90
Denver,1330816814,Supreme Court,,Carlos A. Samour Jr.,,0,543,108
Denver,1330816814,Court of Appeals,,Ted C. Tow III,,0,498,133
Denver,1330816814,Court of Appeals,,Craig R. Welling,,0,506,127
Denver,1330816814,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,506,119
Denver,1330816814,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,477,149
Denver,1330816814,"District Court, 2nd Judicial District",,John Eric Elliff,,0,466,154
Denver,1330816814,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,470,153
Denver,1330816814,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,508,117
Denver,1330816814,Denver Probate Court,,Elizabeth D. Leith,,0,539,91
Denver,1330816814,"County Court, Denver",,Beth Ann Faragher,,0,514,102
Denver,1330816814,"County Court, Denver",,Isabel Pallares,,0,449,169
Denver,1330816814,"County Court, Denver",,Nicole M. Rodarte,,0,511,105
Denver,1330816814,"County Court, Denver",,Andre L. Rudolph,,0,510,104
Denver,1330816814,"County Court, Denver",,Barry A. Schwartz,,0,373,238
Denver,1330816814,"County Court, Denver",,Frances E. Simonet,,0,527,89
Denver,1330816814,"County Court, Denver",,Theresa Spahn,,0,509,102
Denver,1330816814,Amendment B (CONSTITUTIONAL),,,,0,498,190
Denver,1330816814,Amendment C (CONSTITUTIONAL),,,,0,501,237
Denver,1330816814,Amendment 76 (CONSTITUTIONAL),,,,0,257,494
Denver,1330816814,Amendment 77 (CONSTITUTIONAL),,,,0,525,220
Denver,1330816814,Proposition EE (STATUTORY),,,,0,613,159
Denver,1330816814,Proposition 113 (STATUTORY),,,,0,643,124
Denver,1330816814,Proposition 114 (STATUTORY),,,,0,563,192
Denver,1330816814,Proposition 115 (STATUTORY),,,,0,107,659
Denver,1330816814,Proposition 116 (STATUTORY),,,,0,263,506
Denver,1330816814,Proposition 117 (STATUTORY),,,,0,246,487
Denver,1330816814,Proposition 118 (STATUTORY),,,,0,654,116
Denver,1330816815,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,724,0,0
Denver,1330816815,President,,Donald J. Trump / Michael R. Pence,Republican Party,49,0,0
Denver,1330816815,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816815,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Denver,1330816815,President,,Howie Hawkins / Angela Nicole Walker,Green Party,4,0,0
Denver,1330816815,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816815,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,9,0,0
Denver,1330816815,President,,Brian Carroll / Amar Patel,American Solidarity Party,4,0,0
Denver,1330816815,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Denver,1330816815,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816815,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816815,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,1,0,0
Denver,1330816815,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Denver,1330816815,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Denver,1330816815,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816815,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816815,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,0,0,0
Denver,1330816815,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Denver,1330816815,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816815,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816815,President,,Kanye West / Michelle Tidball,Unaffiliated,0,0,0
Denver,1330816815,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816815,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816815,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816815,U.S. Senate,,John W. Hickenlooper,Democratic Party,712,0,0
Denver,1330816815,U.S. Senate,,Cory Gardner,Republican Party,60,0,0
Denver,1330816815,U.S. Senate,,Daniel Doyle,Approval Voting Party,1,0,0
Denver,1330816815,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,5,0,0
Denver,1330816815,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,7,0,0
Denver,1330816815,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816815,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816815,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816815,U.S. House,1,Shane Bolling,Republican Party,54,0,0
Denver,1330816815,U.S. House,1,Diana DeGette,Democratic Party,680,0,0
Denver,1330816815,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,3,0,0
Denver,1330816815,U.S. House,1,Jan Kok,Approval Voting Party,2,0,0
Denver,1330816815,U.S. House,1,Kyle Furey,Libertarian Party,9,0,0
Denver,1330816815,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,52,0,0
Denver,1330816815,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,664,0,0
Denver,1330816815,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,2,0,0
Denver,1330816815,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,19,0,0
Denver,1330816815,State Senate,33,James Rashad Coleman,Democratic Party,672,0,0
Denver,1330816815,State Senate,33,Jerry Burton,Unity Party of Colorado,43,0,0
Denver,1330816815,State House,8,Leslie Herod,Democratic Party,671,0,0
Denver,1330816815,District Attorney - District 2,,Beth McCann,Democratic Party,654,0,0
Denver,1330816815,District Attorney - District 2,,William F. Robinson III,Libertarian Party,65,0,0
Denver,1330816815,Supreme Court,,Melissa Hart,,0,562,78
Denver,1330816815,Supreme Court,,Carlos A. Samour Jr.,,0,526,108
Denver,1330816815,Court of Appeals,,Ted C. Tow III,,0,492,129
Denver,1330816815,Court of Appeals,,Craig R. Welling,,0,499,114
Denver,1330816815,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,516,99
Denver,1330816815,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,481,134
Denver,1330816815,"District Court, 2nd Judicial District",,John Eric Elliff,,0,463,149
Denver,1330816815,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,459,150
Denver,1330816815,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,505,110
Denver,1330816815,Denver Probate Court,,Elizabeth D. Leith,,0,519,94
Denver,1330816815,"County Court, Denver",,Beth Ann Faragher,,0,495,99
Denver,1330816815,"County Court, Denver",,Isabel Pallares,,0,442,153
Denver,1330816815,"County Court, Denver",,Nicole M. Rodarte,,0,498,96
Denver,1330816815,"County Court, Denver",,Andre L. Rudolph,,0,490,104
Denver,1330816815,"County Court, Denver",,Barry A. Schwartz,,0,347,246
Denver,1330816815,"County Court, Denver",,Frances E. Simonet,,0,514,78
Denver,1330816815,"County Court, Denver",,Theresa Spahn,,0,488,100
Denver,1330816815,Amendment B (CONSTITUTIONAL),,,,0,509,166
Denver,1330816815,Amendment C (CONSTITUTIONAL),,,,0,489,233
Denver,1330816815,Amendment 76 (CONSTITUTIONAL),,,,0,227,539
Denver,1330816815,Amendment 77 (CONSTITUTIONAL),,,,0,518,211
Denver,1330816815,Proposition EE (STATUTORY),,,,0,634,133
Denver,1330816815,Proposition 113 (STATUTORY),,,,0,644,119
Denver,1330816815,Proposition 114 (STATUTORY),,,,0,549,211
Denver,1330816815,Proposition 115 (STATUTORY),,,,0,95,672
Denver,1330816815,Proposition 116 (STATUTORY),,,,0,233,533
Denver,1330816815,Proposition 117 (STATUTORY),,,,0,211,516
Denver,1330816815,Proposition 118 (STATUTORY),,,,0,621,143
Denver,1330816816,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,686,0,0
Denver,1330816816,President,,Donald J. Trump / Michael R. Pence,Republican Party,59,0,0
Denver,1330816816,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816816,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Denver,1330816816,President,,Howie Hawkins / Angela Nicole Walker,Green Party,3,0,0
Denver,1330816816,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816816,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,7,0,0
Denver,1330816816,President,,Brian Carroll / Amar Patel,American Solidarity Party,1,0,0
Denver,1330816816,President,,Mark Charles / Adrian Wallace,Unaffiliated,0,0,0
Denver,1330816816,President,,Phil Collins / Billy Joe Parker,Prohibition Party,0,0,0
Denver,1330816816,President,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",Alliance Party,0,0,0
Denver,1330816816,President,,Dario Hunter / Dawn Neptune Adams,Progressive Party,0,0,0
Denver,1330816816,President,,Princess Khadijah Maryam Jacob-Fambro / Khadijah Maryam Jacob Sr.,Unaffiliated,0,0,0
Denver,1330816816,President,,Alyson Kennedy / Malcolm Jarrett,Socialist Workers Party,0,0,0
Denver,1330816816,President,,Joseph Kishore / Norissa Santa Cruz,Socialist Equality Party,0,0,0
Denver,1330816816,President,,Kyle Kenley Kopitke / Nathan Re Vo Sorenson,Independent American Party,0,0,0
Denver,1330816816,President,,Gloria La Riva / Sunil Freeman,Socialism and Liberation,1,0,0
Denver,1330816816,President,,Joe McHugh / Elizabeth Storm,Unaffiliated,0,0,0
Denver,1330816816,President,,Brock Pierce / Karla Ballard,Unaffiliated,0,0,0
Denver,1330816816,President,,"Jordan ""Cancer"" Scott / Jennifer Tepool",Unaffiliated,0,0,0
Denver,1330816816,President,,Kanye West / Michelle Tidball,Unaffiliated,2,0,0
Denver,1330816816,President,,Kasey Wells / Rachel Wells,No Party Affiliation,0,0,0
Denver,1330816816,President,,Todd Cella / Timothy Bryan Cella,Independent,0,0,0
Denver,1330816816,President,,Tom Hoefling / Andy Prior,Unaffiliated / No Party Affiliation,0,0,0
Denver,1330816816,U.S. Senate,,John W. Hickenlooper,Democratic Party,676,0,0
Denver,1330816816,U.S. Senate,,Cory Gardner,Republican Party,77,0,0
Denver,1330816816,U.S. Senate,,Daniel Doyle,Approval Voting Party,0,0,0
Denver,1330816816,U.S. Senate,,"Stephan ""Seku"" Evans",Unity Party of Colorado,1,0,0
Denver,1330816816,U.S. Senate,,Raymon Anthony Doane,Libertarian Party,5,0,0
Denver,1330816816,U.S. Senate,,Danny Skelly,Unaffiliated,0,0,0
Denver,1330816816,U.S. Senate,,Bruce Lohmiller,Green Party,0,0,0
Denver,1330816816,U.S. Senate,,Michael Sanchez,Unaffiliated,0,0,0
Denver,1330816816,U.S. House,1,Shane Bolling,Republican Party,62,0,0
Denver,1330816816,U.S. House,1,Diana DeGette,Democratic Party,637,0,0
Denver,1330816816,U.S. House,1,Paul Noel Fiorino,Unity Party of Colorado,2,0,0
Denver,1330816816,U.S. House,1,Jan Kok,Approval Voting Party,2,0,0
Denver,1330816816,U.S. House,1,Kyle Furey,Libertarian Party,10,0,0
Denver,1330816816,State Board Of Education - District 1,,Sydnnia Wulff,Republican Party,62,0,0
Denver,1330816816,State Board Of Education - District 1,,Lisa Escárcega,Democratic Party,631,0,0
Denver,1330816816,State Board Of Education - District 1,,Zachary Laddison,Approval Voting Party,2,0,0
Denver,1330816816,State Board Of Education - District 1,,Alan Hayman,Libertarian Party,16,0,0
Denver,1330816816,State Senate,33,James Rashad Coleman,Democratic Party,655,0,0
Denver,1330816816,State Senate,33,Jerry Burton,Unity Party of Colorado,32,0,0
Denver,1330816816,State House,8,Leslie Herod,Democratic Party,646,0,0
Denver,1330816816,District Attorney - District 2,,Beth McCann,Democratic Party,635,0,0
Denver,1330816816,District Attorney - District 2,,William F. Robinson III,Libertarian Party,62,0,0
Denver,1330816816,Supreme Court,,Melissa Hart,,0,583,59
Denver,1330816816,Supreme Court,,Carlos A. Samour Jr.,,0,556,76
Denver,1330816816,Court of Appeals,,Ted C. Tow III,,0,507,115
Denver,1330816816,Court of Appeals,,Craig R. Welling,,0,517,96
Denver,1330816816,"District Court, 2nd Judicial District",,Christopher J. Baumann,,0,511,94
Denver,1330816816,"District Court, 2nd Judicial District",,Martin Foster Egelhoff,,0,488,116
Denver,1330816816,"District Court, 2nd Judicial District",,John Eric Elliff,,0,475,123
Denver,1330816816,"District Court, 2nd Judicial District",,A. Bruce Jones,,0,481,119
Denver,1330816816,"District Court, 2nd Judicial District",,Michael J. Vallejos,,0,513,92
Denver,1330816816,Denver Probate Court,,Elizabeth D. Leith,,0,534,78
Denver,1330816816,"County Court, Denver",,Beth Ann Faragher,,0,510,76
Denver,1330816816,"County Court, Denver",,Isabel Pallares,,0,433,149
Denver,1330816816,"County Court, Denver",,Nicole M. Rodarte,,0,506,77
Denver,1330816816,"County Court, Denver",,Andre L. Rudolph,,0,502,86
Denver,1330816816,"County Court, Denver",,Barry A. Schwartz,,0,367,213
Denver,1330816816,"County Court, Denver",,Frances E. Simonet,,0,521,64
Denver,1330816816,"County Court, Denver",,Theresa Spahn,,0,494,91
Denver,1330816816,Amendment B (CONSTITUTIONAL),,,,0,472,175
Denver,1330816816,Amendment C (CONSTITUTIONAL),,,,0,434,251
Denver,1330816816,Amendment 76 (CONSTITUTIONAL),,,,0,220,497
Denver,1330816816,Amendment 77 (CONSTITUTIONAL),,,,0,473,226
Denver,1330816816,Proposition EE (STATUTORY),,,,0,583,147
Denver,1330816816,Proposition 113 (STATUTORY),,,,0,590,136
Denver,1330816816,Proposition 114 (STATUTORY),,,,0,509,213
Denver,1330816816,Proposition 115 (STATUTORY),,,,0,105,631
Denver,1330816816,Proposition 116 (STATUTORY),,,,0,253,474
Denver,1330816816,Proposition 117 (STATUTORY),,,,0,225,469
Denver,1330816816,Proposition 118 (STATUTORY),,,,0,614,125
Denver,1330816817,President,,Joseph R. Biden / Kamala D. Harris,Democratic Party,790,0,0
Denver,1330816817,President,,Donald J. Trump / Michael R. Pence,Republican Party,60,0,0
Denver,1330816817,President,,Don Blankenship / William Mohr,American Constitution Party,0,0,0
Denver,1330816817,President,,Bill Hammons / Eric Bodenstab,Unity Party of Colorado,0,0,0
Denver,1330816817,President,,Howie Hawkins / Angela Nicole Walker,Green Party,3,0,0
Denver,1330816817,President,,Blake Huber / Frank Atwood,Approval Voting Party,0,0,0
Denver,1330816817,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",Libertarian Party,14,0,0
Denver,1330816817,President,,Brian Carroll / Amar Patel,American Solidarity Party,0,0,0
