county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,588
City & County of Honolulu,29-01,President,,,Total Blank Votes,,,,2
City & County of Honolulu,29-01,President,,,Total Over Votes,,,,13
City & County of Honolulu,29-01,President,,,Total Ballots,,,,869
City & County of Honolulu,29-01,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,677
City & County of Honolulu,29-01,US Representative,1,,Total Blank Votes,,,,46
City & County of Honolulu,29-01,US Representative,1,,Total Over Votes,,,,2
City & County of Honolulu,29-01,US Representative,1,,Total Ballots,,,,869
City & County of Honolulu,29-01,US Representative,1,REP,"TATAII, Steve",,,,122
City & County of Honolulu,29-01,US Representative,1,,Total Blank Votes,,,,46
City & County of Honolulu,29-01,US Representative,1,,Total Over Votes,,,,2
City & County of Honolulu,29-01,US Representative,1,,Total Ballots,,,,869
City & County of Honolulu,29-01,US Representative,1,LIB,"ZHAO, Li",,,,22
City & County of Honolulu,29-01,US Representative,1,,Total Blank Votes,,,,46
City & County of Honolulu,29-01,US Representative,1,,Total Over Votes,,,,2
City & County of Honolulu,29-01,US Representative,1,,Total Ballots,,,,869
City & County of Honolulu,29-01,State Representative,29,DEM,"MANAHAN, Joey",,,,716
City & County of Honolulu,29-01,State Representative,29,,Total Blank Votes,,,,41
City & County of Honolulu,29-01,State Representative,29,,Total Over Votes,,,,3
City & County of Honolulu,29-01,State Representative,29,,Total Ballots,,,,869
City & County of Honolulu,29-01,State Representative,29,REP,"YAW, Shane D. K.",,,,109
City & County of Honolulu,29-01,State Representative,29,,Total Blank Votes,,,,41
City & County of Honolulu,29-01,State Representative,29,,Total Over Votes,,,,3
City & County of Honolulu,29-01,State Representative,29,,Total Ballots,,,,869
City & County of Honolulu,29-02,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,6
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,4
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,President,,REP,"McCAIN, John / PALIN, Sarah",,,,269
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,6
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,4
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,639
City & County of Honolulu,29-02,President,,,Total Blank Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-02,President,,,Total Ballots,,,,928
City & County of Honolulu,29-02,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,758
City & County of Honolulu,29-02,US Representative,1,,Total Blank Votes,,,,50
City & County of Honolulu,29-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-02,US Representative,1,,Total Ballots,,,,928
City & County of Honolulu,29-02,US Representative,1,REP,"TATAII, Steve",,,,90
City & County of Honolulu,29-02,US Representative,1,,Total Blank Votes,,,,50
City & County of Honolulu,29-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-02,US Representative,1,,Total Ballots,,,,928
City & County of Honolulu,29-02,US Representative,1,LIB,"ZHAO, Li",,,,30
City & County of Honolulu,29-02,US Representative,1,,Total Blank Votes,,,,50
City & County of Honolulu,29-02,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-02,US Representative,1,,Total Ballots,,,,928
City & County of Honolulu,29-02,State Representative,29,DEM,"MANAHAN, Joey",,,,791
City & County of Honolulu,29-02,State Representative,29,,Total Blank Votes,,,,42
City & County of Honolulu,29-02,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-02,State Representative,29,,Total Ballots,,,,928
City & County of Honolulu,29-02,State Representative,29,REP,"YAW, Shane D. K.",,,,95
City & County of Honolulu,29-02,State Representative,29,,Total Blank Votes,,,,42
City & County of Honolulu,29-02,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-02,State Representative,29,,Total Ballots,,,,928
City & County of Honolulu,29-03,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,1
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,President,,REP,"McCAIN, John / PALIN, Sarah",,,,213
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,5
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,475
City & County of Honolulu,29-03,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-03,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-03,President,,,Total Ballots,,,,703
City & County of Honolulu,29-03,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,546
City & County of Honolulu,29-03,US Representative,1,,Total Blank Votes,,,,40
City & County of Honolulu,29-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-03,US Representative,1,,Total Ballots,,,,703
City & County of Honolulu,29-03,US Representative,1,REP,"TATAII, Steve",,,,85
City & County of Honolulu,29-03,US Representative,1,,Total Blank Votes,,,,40
City & County of Honolulu,29-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-03,US Representative,1,,Total Ballots,,,,703
City & County of Honolulu,29-03,US Representative,1,LIB,"ZHAO, Li",,,,32
City & County of Honolulu,29-03,US Representative,1,,Total Blank Votes,,,,40
City & County of Honolulu,29-03,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-03,US Representative,1,,Total Ballots,,,,703
City & County of Honolulu,29-03,State Representative,29,DEM,"MANAHAN, Joey",,,,550
City & County of Honolulu,29-03,State Representative,29,,Total Blank Votes,,,,54
City & County of Honolulu,29-03,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-03,State Representative,29,,Total Ballots,,,,703
City & County of Honolulu,29-03,State Representative,29,REP,"YAW, Shane D. K.",,,,99
City & County of Honolulu,29-03,State Representative,29,,Total Blank Votes,,,,54
City & County of Honolulu,29-03,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-03,State Representative,29,,Total Ballots,,,,703
City & County of Honolulu,29-04,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,2
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,1
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,President,,REP,"McCAIN, John / PALIN, Sarah",,,,118
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,3
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,5
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,300
City & County of Honolulu,29-04,President,,,Total Blank Votes,,,,5
City & County of Honolulu,29-04,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-04,President,,,Total Ballots,,,,434
City & County of Honolulu,29-04,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,348
City & County of Honolulu,29-04,US Representative,1,,Total Blank Votes,,,,31
City & County of Honolulu,29-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-04,US Representative,1,,Total Ballots,,,,434
City & County of Honolulu,29-04,US Representative,1,REP,"TATAII, Steve",,,,40
City & County of Honolulu,29-04,US Representative,1,,Total Blank Votes,,,,31
City & County of Honolulu,29-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-04,US Representative,1,,Total Ballots,,,,434
City & County of Honolulu,29-04,US Representative,1,LIB,"ZHAO, Li",,,,15
City & County of Honolulu,29-04,US Representative,1,,Total Blank Votes,,,,31
City & County of Honolulu,29-04,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-04,US Representative,1,,Total Ballots,,,,434
City & County of Honolulu,29-04,State Representative,29,DEM,"MANAHAN, Joey",,,,313
City & County of Honolulu,29-04,State Representative,29,,Total Blank Votes,,,,52
City & County of Honolulu,29-04,State Representative,29,,Total Over Votes,,,,1
City & County of Honolulu,29-04,State Representative,29,,Total Ballots,,,,434
City & County of Honolulu,29-04,State Representative,29,REP,"YAW, Shane D. K.",,,,68
City & County of Honolulu,29-04,State Representative,29,,Total Blank Votes,,,,52
City & County of Honolulu,29-04,State Representative,29,,Total Over Votes,,,,1
City & County of Honolulu,29-04,State Representative,29,,Total Ballots,,,,434
City & County of Honolulu,29-05,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,3
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,3
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,President,,REP,"McCAIN, John / PALIN, Sarah",,,,171
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,1
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,2
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,President,,DEM,"OBAMA, Barack / BIDEN, Joe",,,,353
City & County of Honolulu,29-05,President,,,Total Blank Votes,,,,1
City & County of Honolulu,29-05,President,,,Total Over Votes,,,,0
City & County of Honolulu,29-05,President,,,Total Ballots,,,,534
City & County of Honolulu,29-05,US Representative,1,DEM,"ABERCROMBIE, Neil",,,,443
City & County of Honolulu,29-05,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,29-05,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-05,US Representative,1,,Total Ballots,,,,534
City & County of Honolulu,29-05,US Representative,1,REP,"TATAII, Steve",,,,40
City & County of Honolulu,29-05,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,29-05,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-05,US Representative,1,,Total Ballots,,,,534
City & County of Honolulu,29-05,US Representative,1,LIB,"ZHAO, Li",,,,16
City & County of Honolulu,29-05,US Representative,1,,Total Blank Votes,,,,35
City & County of Honolulu,29-05,US Representative,1,,Total Over Votes,,,,0
City & County of Honolulu,29-05,US Representative,1,,Total Ballots,,,,534
City & County of Honolulu,29-05,State Representative,29,DEM,"MANAHAN, Joey",,,,466
City & County of Honolulu,29-05,State Representative,29,,Total Blank Votes,,,,28
City & County of Honolulu,29-05,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-05,State Representative,29,,Total Ballots,,,,534
City & County of Honolulu,29-05,State Representative,29,REP,"YAW, Shane D. K.",,,,40
City & County of Honolulu,29-05,State Representative,29,,Total Blank Votes,,,,28
City & County of Honolulu,29-05,State Representative,29,,Total Over Votes,,,,0
City & County of Honolulu,29-05,State Representative,29,,Total Ballots,,,,534
City & County of Honolulu,30-01,President,,CON,"BALDWIN, Chuck / CASTLE, Darrell L.",,,,6
City & County of Honolulu,30-01,President,,,Total Blank Votes,,,,3
City & County of Honolulu,30-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,30-01,President,,,Total Ballots,,,,945
City & County of Honolulu,30-01,President,,LIB,"BARR, Bob / ROOT, Wayne A.",,,,2
City & County of Honolulu,30-01,President,,,Total Blank Votes,,,,3
City & County of Honolulu,30-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,30-01,President,,,Total Ballots,,,,945
City & County of Honolulu,30-01,President,,REP,"McCAIN, John / PALIN, Sarah",,,,287
City & County of Honolulu,30-01,President,,,Total Blank Votes,,,,3
City & County of Honolulu,30-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,30-01,President,,,Total Ballots,,,,945
City & County of Honolulu,30-01,President,,GRE,"McKINNEY, Cynthia / CLEMENTE, Rosa",,,,2
City & County of Honolulu,30-01,President,,,Total Blank Votes,,,,3
City & County of Honolulu,30-01,President,,,Total Over Votes,,,,0
City & County of Honolulu,30-01,President,,,Total Ballots,,,,945
City & County of Honolulu,30-01,President,,IND,"NADER, Ralph / GONZALEZ, Matt",,,,11
City & County of Honolulu,30-01,President,,,Total Blank Votes,,,,3
